Id,From,To,Avg_Duration,Total_Duration,Avg_Bytes,Total_Bytes,Count,Hop_Count,Tactic
edge_50,143.88.1.53,143.88.1.1,0.000474628967391929,40.49391961097720,0.002520013596352430,215,85317,1,none
edge_51,143.88.1.53,224.0.0.252,0.09732794637839640,168.669331073761,0.04616272360069240,80,1733,1,none
edge_52,143.88.11.10,8.8.4.4,1.3002756590995000,590266.6368265150,0.000361269288806159,164,453955,1,none
edge_53,143.88.11.10,143.88.1.1,4.087702989578250,4.087702989578250,560.0,560,1,1,none
edge_54,143.88.11.10,8.8.8.8,1.2930659604637400,588871.2898569110,0.000377684137485809,172,455407,1,none
edge_55,143.88.11.10,143.88.11.11,0.000532018975683405,22.53738784790040,0.0,0,42362,1,none
edge_56,143.88.11.10,169.254.169.254,0.5969272345712740,87.151376247406,0.0,0,146,1,none
edge_57,143.88.11.10,192.168.1.1,0.6674312353134160,16.018349647522000,0.0,0,24,1,none
edge_58,143.88.11.10,143.88.11.255,0.0,0.0,0.0,0,12,1,none
edge_59,143.88.11.10,143.88.255.1,12.284142017364500,24.568284034729000,728.0,1456,2,1,none
edge_60,143.88.11.10,143.88.0.42,0.06626771968703440,259.9019966125490,0.04283528811830700,168,3922,1,none
edge_61,143.88.11.10,172.16.250.49,0.6674253145853680,8.009103775024410,0.0,0,12,1,none
edge_62,143.88.11.10,143.88.0.1,43.04593801498410,86.09187602996830,448.0,896,2,1,none
edge_63,143.88.11.11,224.0.0.251,0.13864848739222500,79.02963781356810,0.0,0,570,2,none
edge_64,143.88.11.11,143.88.11.255,7.453905165044990,106292.68765354200,0.07187938288920060,1025,14260,2,none
edge_65,143.88.11.11,128.250.36.3,0.0000554323196411133,0.000221729278564453,24.0,96,4,2,none
edge_66,143.88.11.11,193.67.79.202,0.0000843207041422526,0.000252962112426758,32.0,96,3,2,none
edge_67,143.88.11.11,192.43.244.18,0.0000439882278442383,0.000175952911376953,24.0,96,4,2,none
edge_68,143.88.11.12,224.0.0.252,0.09882343918216390,112.16460347175600,0.07048458149779740,80,1135,2,none
edge_69,143.88.11.12,143.88.11.255,15.532379014151400,217.45330619812000,111.85714285714300,1566,14,2,none
edge_70,143.88.11.12,255.255.255.255,0.0,0.0,0.0,0,4,2,none
edge_71,143.88.11.12,224.2.2.4,1.5931109189987200,6.372443675994870,55.0,220,4,2,none
edge_72,143.88.11.13,143.88.11.255,16.701875070730800,200.42250084877000,12.5,150,12,2,none
edge_73,143.88.11.13,224.0.0.252,0.09886464086502640,113.29887843132000,0.06980802792321120,80,1146,2,none
edge_74,143.88.11.13,255.255.255.255,0.0,0.0,0.0,0,4,2,none
edge_75,143.88.11.13,224.0.0.251,0.01529135802449700,16.30058765411380,0.0,0,1066,2,none
edge_76,143.88.11.14,143.88.11.1,2.5973393366276700,1267576.9191150700,0.000418007946249096,204,488029,2,none
edge_77,143.88.2.10,143.88.7.122,0.000135302543640137,0.1385498046875,0.0,0,1024,2,Reconnaissance
edge_78,143.88.2.10,143.88.7.239,0.000332236289978027,0.3402099609375,0.0,0,1024,2,Reconnaissance
edge_79,143.88.2.10,143.88.7.197,0.000279545783996582,0.2862548828125,0.0,0,1024,2,Reconnaissance
edge_80,143.88.2.10,143.88.7.36,0.2503974437713620,256.406982421875,0.0,0,1024,2,Reconnaissance
edge_81,143.88.2.10,143.88.7.92,0.000278174877166748,0.28485107421875,0.0,0,1024,2,Reconnaissance
edge_82,143.88.2.10,143.88.7.17,0.000393509864807129,0.4029541015625,0.0,0,1024,2,Reconnaissance
edge_83,143.88.2.10,143.88.7.153,0.0002174973487854,0.22271728515625,0.0,0,1024,2,Reconnaissance
edge_84,143.88.2.10,143.88.7.184,0.000272989273071289,0.279541015625,0.0,0,1024,2,Reconnaissance
edge_85,143.88.2.10,143.88.7.208,0.000160813331604004,0.1646728515625,0.0,0,1024,2,Reconnaissance
edge_86,143.88.2.10,143.88.7.225,0.00027233362197876,0.27886962890625,0.0,0,1024,2,Reconnaissance
edge_87,143.88.2.10,143.88.7.108,0.000172197818756104,0.17633056640625,0.0,0,1024,2,Reconnaissance
edge_88,143.88.2.10,143.88.7.227,0.000229537487030029,0.23504638671875,0.0,0,1024,2,Reconnaissance
edge_89,143.88.2.10,143.88.7.187,0.00025177001953125,0.2578125,0.0,0,1024,2,Reconnaissance
edge_90,143.88.2.10,143.88.7.196,0.000302016735076904,0.30926513671875,0.0,0,1024,2,Reconnaissance
edge_91,143.88.2.10,143.88.7.120,0.000248253345489502,0.25421142578125,0.0,0,1024,2,Reconnaissance
edge_92,143.88.2.10,143.88.7.144,0.000524997711181641,0.53759765625,0.0,0,1024,2,Reconnaissance
edge_93,143.88.2.10,143.88.7.189,0.000319719314575195,0.327392578125,0.0,0,1024,2,Reconnaissance
edge_94,143.88.2.10,143.88.7.249,0.000193476676940918,0.1981201171875,0.0,0,1024,2,Reconnaissance
edge_95,143.88.2.10,143.88.7.41,0.00031048059463501,0.31793212890625,0.0,0,1024,2,Reconnaissance
edge_96,143.88.2.10,143.88.7.106,0.00021827220916748,0.2235107421875,0.0,0,1024,2,Reconnaissance
edge_97,143.88.2.10,143.88.7.150,0.000192105770111084,0.19671630859375,0.0,0,1024,2,Reconnaissance
edge_98,143.88.2.10,143.88.7.90,0.000273704528808594,0.2802734375,0.0,0,1024,2,Reconnaissance
edge_99,143.88.2.10,143.88.7.168,0.000259220600128174,0.26544189453125,0.0,0,1024,2,Reconnaissance
edge_100,143.88.2.10,143.88.7.79,0.00017857551574707,0.182861328125,0.0,0,1024,2,Reconnaissance
edge_101,143.88.2.10,143.88.7.206,0.000320553779602051,0.3282470703125,0.0,0,1024,2,Reconnaissance
edge_102,143.88.2.10,143.88.7.88,0.000251710414886475,0.25775146484375,0.0,0,1024,2,Reconnaissance
edge_103,143.88.2.10,143.88.7.21,0.00032806396484375,0.3359375,0.0,0,1024,2,Reconnaissance
edge_104,143.88.2.10,143.88.7.155,0.000245749950408936,0.25164794921875,0.0,0,1024,2,Reconnaissance
edge_105,143.88.2.10,143.88.7.50,0.000337004661560059,0.3450927734375,0.0,0,1024,2,Reconnaissance
edge_106,143.88.2.10,143.88.7.158,0.000272214412689209,0.27874755859375,0.0,0,1024,2,Reconnaissance
edge_107,143.88.2.10,143.88.7.48,0.00029146671295166,0.2984619140625,0.0,0,1024,2,Reconnaissance
edge_108,143.88.2.10,143.88.7.154,0.000262737274169922,0.26904296875,0.0,0,1024,2,Reconnaissance
edge_109,143.88.2.10,143.88.7.78,0.000248432159423828,0.25439453125,0.0,0,1024,2,Reconnaissance
edge_110,143.88.2.10,143.88.7.236,0.000186264514923096,0.19073486328125,0.0,0,1024,2,Reconnaissance
edge_111,143.88.2.10,143.88.7.87,0.000307977199554443,0.31536865234375,0.0,0,1024,2,Reconnaissance
edge_112,143.88.2.10,143.88.7.145,0.000526010990142822,0.53863525390625,0.0,0,1024,2,Reconnaissance
edge_113,143.88.2.10,143.88.7.49,0.000334024429321289,0.342041015625,0.0,0,1024,2,Reconnaissance
edge_114,143.88.2.10,143.88.7.115,0.000241279602050781,0.2470703125,0.0,0,1024,2,Reconnaissance
edge_115,143.88.2.10,143.88.7.123,0.000125646591186523,0.128662109375,0.0,0,1024,2,Reconnaissance
edge_116,143.88.2.10,143.88.7.205,0.000198721885681152,0.2034912109375,0.0,0,1024,2,Reconnaissance
edge_117,143.88.2.10,143.88.7.147,0.000522017478942871,0.5345458984375,0.0,0,1024,2,Reconnaissance
edge_118,143.88.2.10,143.88.7.148,0.000525712966918945,0.538330078125,0.0,0,1024,2,Reconnaissance
edge_119,143.88.2.10,143.88.7.235,0.000169277191162109,0.17333984375,0.0,0,1024,2,Reconnaissance
edge_120,143.88.2.10,143.88.7.9,0.000191986560821533,0.19659423828125,0.0,0,1024,2,Reconnaissance
edge_121,143.88.2.10,143.88.7.107,0.000211715698242188,0.216796875,0.0,0,1024,2,Reconnaissance
edge_122,143.88.2.10,143.88.7.177,0.000104248523712158,0.10675048828125,0.0,0,1024,2,Reconnaissance
edge_123,143.88.2.10,143.88.7.39,0.00027996301651001,0.28668212890625,0.0,0,1024,2,Reconnaissance
edge_124,143.88.2.10,143.88.7.198,0.000280439853668213,0.28717041015625,0.0,0,1024,2,Reconnaissance
edge_125,143.88.2.10,143.88.7.199,0.000284016132354736,0.29083251953125,0.0,0,1024,2,Reconnaissance
edge_126,143.88.2.10,143.88.7.230,0.000231504440307617,0.237060546875,0.0,0,1024,2,Reconnaissance
edge_127,143.88.2.10,143.88.7.61,0.000308752059936523,0.316162109375,0.0,0,1024,2,Reconnaissance
edge_128,143.88.2.10,143.88.7.82,0.000159144401550293,0.1629638671875,0.0,0,1024,2,Reconnaissance
edge_129,143.88.2.10,143.88.7.20,0.000290215015411377,0.29718017578125,0.0,0,1024,2,Reconnaissance
edge_130,143.88.2.10,143.88.7.131,0.25056135654449500,256.5748291015630,0.0,0,1024,2,Reconnaissance
edge_131,143.88.2.10,143.88.7.210,0.000330507755279541,0.33843994140625,0.0,0,1024,2,Reconnaissance
edge_132,143.88.2.10,143.88.7.218,0.000304162502288818,0.31146240234375,0.0,0,1024,2,Reconnaissance
edge_133,143.88.2.10,143.88.7.132,0.2506074905395510,256.6220703125,0.0,0,1024,2,Reconnaissance
edge_134,143.88.2.10,143.88.7.124,0.000107467174530029,0.11004638671875,0.0,0,1024,2,Reconnaissance
edge_135,143.88.2.10,143.88.7.2,0.000298440456390381,0.30560302734375,0.0,0,1024,2,Reconnaissance
edge_136,143.88.2.10,143.88.7.139,0.000429987907409668,0.4403076171875,0.0,0,1024,2,Reconnaissance
edge_137,143.88.2.10,143.88.7.186,0.000284075736999512,0.2908935546875,0.0,0,1024,2,Reconnaissance
edge_138,143.88.2.10,143.88.7.54,0.000189781188964844,0.1943359375,0.0,0,1024,2,Reconnaissance
edge_139,143.88.2.10,143.88.7.77,0.000284016132354736,0.29083251953125,0.0,0,1024,2,Reconnaissance
edge_140,143.88.2.10,143.88.7.240,0.000327229499816895,0.3350830078125,0.0,0,1024,2,Reconnaissance
edge_141,143.88.2.10,143.88.7.243,0.000298023223876953,0.30517578125,0.0,0,1024,2,Reconnaissance
edge_142,143.88.2.10,143.88.7.4,0.000364005565643311,0.37274169921875,0.0,0,1024,2,Reconnaissance
edge_143,143.88.2.10,143.88.7.185,0.000295281410217285,0.3023681640625,0.0,0,1024,2,Reconnaissance
edge_144,143.88.2.10,143.88.7.204,0.000304043292999268,0.31134033203125,0.0,0,1024,2,Reconnaissance
edge_145,143.88.2.10,143.88.7.129,0.25056755542755100,256.5811767578130,0.0,0,1024,2,Reconnaissance
edge_146,143.88.2.10,143.88.7.81,0.000305771827697754,0.3131103515625,0.0,0,1024,2,Reconnaissance
edge_147,143.88.2.10,143.88.7.179,0.000172197818756104,0.17633056640625,0.0,0,1024,2,Reconnaissance
edge_148,143.88.2.10,143.88.7.165,0.000151216983795166,0.15484619140625,0.0,0,1024,2,Reconnaissance
edge_149,143.88.2.10,143.88.7.118,0.000262022018432617,0.268310546875,0.0,0,1024,2,Reconnaissance
edge_150,143.88.2.10,143.88.7.200,0.000293195247650147,0.30023193359375,0.0,0,1024,2,Reconnaissance
edge_151,143.88.2.10,143.88.7.238,0.000325560569763184,0.3333740234375,0.0,0,1024,2,Reconnaissance
edge_152,143.88.2.10,143.88.7.85,0.000284492969512939,0.29132080078125,0.0,0,1024,2,Reconnaissance
edge_153,143.88.2.10,143.88.7.221,0.000164210796356201,0.16815185546875,0.0,0,1024,2,Reconnaissance
edge_154,143.88.2.10,143.88.7.80,0.00013124942779541,0.1343994140625,0.0,0,1024,2,Reconnaissance
edge_155,143.88.2.10,143.88.7.163,0.000120997428894043,0.1239013671875,0.0,0,1024,2,Reconnaissance
edge_156,143.88.2.10,143.88.7.211,0.000302731990814209,0.30999755859375,0.0,0,1024,2,Reconnaissance
edge_157,143.88.2.10,143.88.7.169,0.000269711017608643,0.27618408203125,0.0,0,1024,2,Reconnaissance
edge_158,143.88.2.10,143.88.7.22,0.00024569034576416,0.2515869140625,0.0,0,1024,2,Reconnaissance
edge_159,143.88.2.10,143.88.7.253,0.0003470778465271,0.35540771484375,0.0,0,1024,2,Reconnaissance
edge_160,143.88.2.10,143.88.7.23,0.000216245651245117,0.221435546875,0.0,0,1024,2,Reconnaissance
edge_161,143.88.2.10,143.88.7.33,0.2504372000694280,256.44769287109400,0.0,0,1024,2,Reconnaissance
edge_162,143.88.2.10,143.88.7.213,0.000333487987518311,0.34149169921875,0.0,0,1024,2,Reconnaissance
edge_163,143.88.2.10,143.88.7.133,0.25057047605514500,256.58416748046900,0.0,0,1024,2,Reconnaissance
edge_164,143.88.2.10,143.88.7.1,0.13376994632228200,279987.98876953100,0.0,0,2093056,2,Reconnaissance
edge_165,143.88.2.10,143.88.7.175,0.000260233879089355,0.2664794921875,0.0,0,1024,2,Reconnaissance
edge_166,143.88.2.10,143.88.7.140,0.000524461269378662,0.53704833984375,0.0,0,1024,2,Reconnaissance
edge_167,143.88.2.10,143.88.7.125,0.2506116032600400,256.62628173828100,0.0,0,1024,2,Reconnaissance
edge_168,143.88.2.10,143.88.7.138,0.000138282775878906,0.1416015625,0.0,0,1024,2,Reconnaissance
edge_169,143.88.2.10,143.88.7.112,0.000236749649047852,0.242431640625,0.0,0,1024,2,Reconnaissance
edge_170,143.88.2.10,143.88.7.100,0.000290215015411377,0.29718017578125,0.0,0,1024,2,Reconnaissance
edge_171,143.88.2.10,143.88.7.160,0.000201046466827393,0.20587158203125,0.0,0,1024,2,Reconnaissance
edge_172,143.88.2.10,143.88.7.135,0.000259935855865479,0.26617431640625,0.0,0,1024,2,Reconnaissance
edge_173,143.88.2.10,143.88.7.126,0.2506487965583800,256.66436767578100,0.0,0,1024,2,Reconnaissance
edge_174,143.88.2.10,143.88.7.137,0.0000952482223510742,0.0975341796875,0.0,0,1024,2,Reconnaissance
edge_175,143.88.2.10,143.88.7.201,0.000384032726287842,0.39324951171875,0.0,0,1024,2,Reconnaissance
edge_176,143.88.2.10,143.88.7.62,0.000305533409118652,0.3128662109375,0.0,0,1024,2,Reconnaissance
edge_177,143.88.2.10,143.88.7.212,0.000322997570037842,0.33074951171875,0.0,0,1024,2,Reconnaissance
edge_178,143.88.2.10,143.88.7.98,0.00025475025177002,0.2608642578125,0.0,0,1024,2,Reconnaissance
edge_179,143.88.2.10,143.88.7.46,0.000259935855865479,0.26617431640625,0.0,0,1024,2,Reconnaissance
edge_180,143.88.2.10,143.88.7.72,0.000280261039733887,0.2869873046875,0.0,0,1024,2,Reconnaissance
edge_181,143.88.2.10,143.88.7.27,0.2504807710647580,256.4923095703130,0.0,0,1024,2,Reconnaissance
edge_182,143.88.2.10,143.88.7.194,0.000131309032440186,0.13446044921875,0.0,0,1024,2,Reconnaissance
edge_183,143.88.2.10,143.88.7.32,0.2504444718360900,256.45513916015600,0.0,0,1024,2,Reconnaissance
edge_184,143.88.2.10,143.88.7.73,0.000277280807495117,0.283935546875,0.0,0,1024,2,Reconnaissance
edge_185,143.88.2.10,143.88.7.250,0.000309765338897705,0.31719970703125,0.0,0,1024,2,Reconnaissance
edge_186,143.88.2.10,143.88.7.156,0.00030750036239624,0.31488037109375,0.0,0,1024,2,Reconnaissance
edge_187,143.88.2.10,143.88.7.65,0.000274419784545898,0.281005859375,0.0,0,1024,2,Reconnaissance
edge_188,143.88.2.10,143.88.7.35,0.25047457218170200,256.4859619140630,0.0,0,1024,2,Reconnaissance
edge_189,143.88.2.10,143.88.7.172,0.000307261943817139,0.31463623046875,0.0,0,1024,2,Reconnaissance
edge_190,143.88.2.10,143.88.7.214,0.000264227390289307,0.27056884765625,0.0,0,1024,2,Reconnaissance
edge_191,143.88.2.10,143.88.7.83,0.000301778316497803,0.30902099609375,0.0,0,1024,2,Reconnaissance
edge_192,143.88.2.10,143.88.7.224,0.000286757946014404,0.29364013671875,0.0,0,1024,2,Reconnaissance
edge_193,143.88.2.10,143.88.7.188,0.000253260135650635,0.25933837890625,0.0,0,1024,2,Reconnaissance
edge_194,143.88.2.10,143.88.7.25,0.000221967697143555,0.227294921875,0.0,0,1024,2,Reconnaissance
edge_195,143.88.2.10,143.88.7.26,0.000164508819580078,0.16845703125,0.0,0,1024,2,Reconnaissance
edge_196,143.88.2.10,143.88.7.173,0.000289499759674072,0.29644775390625,0.0,0,1024,2,Reconnaissance
edge_197,143.88.2.10,143.88.7.109,0.000154316425323486,0.15802001953125,0.0,0,1024,2,Reconnaissance
edge_198,143.88.2.10,143.88.7.252,0.000360012054443359,0.36865234375,0.0,0,1024,2,Reconnaissance
edge_199,143.88.2.10,143.88.7.47,0.000352203845977783,0.36065673828125,0.0,0,1024,2,Reconnaissance
edge_200,143.88.2.10,143.88.7.164,0.000142276287078857,0.14569091796875,0.0,0,1024,2,Reconnaissance
edge_201,143.88.2.10,143.88.7.222,0.000145077705383301,0.1485595703125,0.0,0,1024,2,Reconnaissance
edge_202,143.88.2.10,143.88.7.64,0.000277698040008545,0.28436279296875,0.0,0,1024,2,Reconnaissance
edge_203,143.88.2.10,143.88.7.0,0.000374019145965576,0.38299560546875,0.0,0,1024,2,Reconnaissance
edge_204,143.88.2.10,143.88.7.6,0.000400960445404053,0.41058349609375,0.0,0,1024,2,Reconnaissance
edge_205,143.88.2.10,143.88.7.63,0.000308990478515625,0.31640625,0.0,0,1024,2,Reconnaissance
edge_206,143.88.2.10,143.88.7.103,0.000282227993011475,0.28900146484375,0.0,0,1024,2,Reconnaissance
edge_207,143.88.2.10,143.88.7.223,0.000226438045501709,0.23187255859375,0.0,0,1024,2,Reconnaissance
edge_208,143.88.2.10,143.88.7.74,0.000280976295471191,0.2877197265625,0.0,0,1024,2,Reconnaissance
edge_209,143.88.2.10,143.88.7.111,0.000355720520019531,0.3642578125,0.0,0,1024,2,Reconnaissance
edge_210,143.88.2.10,143.88.7.182,0.000256180763244629,0.2623291015625,0.0,0,1024,2,Reconnaissance
edge_211,143.88.2.10,143.88.7.16,0.000223517417907715,0.2288818359375,0.0,0,1024,2,Reconnaissance
edge_212,143.88.2.10,143.88.7.190,0.000290155410766602,0.297119140625,0.0,0,1024,2,Reconnaissance
edge_213,143.88.2.10,143.88.7.57,0.000335216522216797,0.34326171875,0.0,0,1024,2,Reconnaissance
edge_214,143.88.2.10,143.88.7.13,3.008070707321170,3080.264404296880,0.0,0,1024,2,Reconnaissance
edge_215,143.88.2.10,143.88.7.44,0.000331878662109375,0.33984375,0.0,0,1024,2,Reconnaissance
edge_216,143.88.2.10,143.88.7.45,0.000302970409393311,0.31024169921875,0.0,0,1024,2,Reconnaissance
edge_217,143.88.2.10,143.88.7.143,0.000512778759002686,0.52508544921875,0.0,0,1024,2,Reconnaissance
edge_218,143.88.2.10,143.88.7.110,0.000183224678039551,0.1876220703125,0.0,0,1024,2,Reconnaissance
edge_219,143.88.2.10,143.88.7.166,0.000194966793060303,0.19964599609375,0.0,0,1024,2,Reconnaissance
edge_220,143.88.2.10,143.88.7.117,0.000251293182373047,0.25732421875,0.0,0,1024,2,Reconnaissance
edge_221,143.88.2.10,143.88.7.203,0.000336706638336182,0.34478759765625,0.0,0,1024,2,Reconnaissance
edge_222,143.88.2.10,143.88.7.60,0.000277221202850342,0.28387451171875,0.0,0,1024,2,Reconnaissance
edge_223,143.88.2.10,143.88.7.71,0.00029301643371582,0.300048828125,0.0,0,1024,2,Reconnaissance
edge_224,143.88.2.10,143.88.7.195,0.000301957130432129,0.3092041015625,0.0,0,1024,2,Reconnaissance
edge_225,143.88.2.10,143.88.7.37,0.000223815441131592,0.22918701171875,0.0,0,1024,2,Reconnaissance
edge_226,143.88.2.10,143.88.7.229,0.000272274017333984,0.27880859375,0.0,0,1024,2,Reconnaissance
edge_227,143.88.2.10,143.88.7.178,0.000130772590637207,0.1339111328125,0.0,0,1024,2,Reconnaissance
edge_228,143.88.2.10,143.88.7.99,0.000253796577453613,0.2598876953125,0.0,0,1024,2,Reconnaissance
edge_229,143.88.2.10,143.88.7.40,0.000282704830169678,0.28948974609375,0.0,0,1024,2,Reconnaissance
edge_230,143.88.2.10,143.88.7.181,0.000259697437286377,0.26593017578125,0.0,0,1024,2,Reconnaissance
edge_231,143.88.2.10,143.88.7.43,0.000305294990539551,0.3126220703125,0.0,0,1024,2,Reconnaissance
edge_232,143.88.2.10,143.88.7.19,0.000359594821929932,0.36822509765625,0.0,0,1024,2,Reconnaissance
edge_233,143.88.2.10,143.88.7.96,0.000193238258361816,0.1978759765625,0.0,0,1024,2,Reconnaissance
edge_234,143.88.2.10,143.88.7.114,0.000244975090026855,0.2508544921875,0.0,0,1024,2,Reconnaissance
edge_235,143.88.2.10,143.88.7.216,0.000318408012390137,0.3260498046875,0.0,0,1024,2,Reconnaissance
edge_236,143.88.2.10,143.88.7.93,0.000364482402801514,0.37322998046875,0.0,0,1024,2,Reconnaissance
edge_237,143.88.2.10,143.88.7.91,0.000263094902038574,0.2694091796875,0.0,0,1024,2,Reconnaissance
edge_238,143.88.2.10,143.88.7.157,0.000286996364593506,0.29388427734375,0.0,0,1024,2,Reconnaissance
edge_239,143.88.2.10,143.88.7.18,0.000365734100341797,0.37451171875,0.0,0,1024,2,Reconnaissance
edge_240,143.88.2.10,143.88.7.241,0.000291049480438232,0.29803466796875,0.0,0,1024,2,Reconnaissance
edge_241,143.88.2.10,143.88.7.159,0.000233471393585205,0.23907470703125,0.0,0,1024,2,Reconnaissance
edge_242,143.88.2.10,143.88.7.176,0.000261962413787842,0.26824951171875,0.0,0,1024,2,Reconnaissance
edge_243,143.88.2.10,143.88.7.5,0.000383555889129639,0.39276123046875,0.0,0,1024,2,Reconnaissance
edge_244,143.88.2.10,143.88.7.97,0.000275015830993652,0.2816162109375,0.0,0,1024,2,Reconnaissance
edge_245,143.88.2.10,143.88.7.161,0.000212013721466064,0.21710205078125,0.0,0,1024,2,Reconnaissance
edge_246,143.88.2.10,143.88.7.121,0.000189781188964844,0.1943359375,0.0,0,1024,2,Reconnaissance
edge_247,143.88.2.10,143.88.7.244,0.000291764736175537,0.29876708984375,0.0,0,1024,2,Reconnaissance
edge_248,143.88.2.10,143.88.7.162,0.000215232372283936,0.22039794921875,0.0,0,1024,2,Reconnaissance
edge_249,143.88.2.10,143.88.7.84,0.000358223915100098,0.3668212890625,0.0,0,1024,2,Reconnaissance
edge_250,143.88.2.10,143.88.7.233,0.000165760517120361,0.16973876953125,0.0,0,1024,2,Reconnaissance
edge_251,143.88.2.10,143.88.7.89,0.000257015228271484,0.26318359375,0.0,0,1024,2,Reconnaissance
edge_252,143.88.2.10,143.88.7.180,0.000178039073944092,0.18231201171875,0.0,0,1024,2,Reconnaissance
edge_253,143.88.2.10,143.88.7.231,0.000240564346313477,0.246337890625,0.0,0,1024,2,Reconnaissance
edge_254,143.88.2.10,143.88.7.220,0.000167727470397949,0.1717529296875,0.0,0,1024,2,Reconnaissance
edge_255,143.88.2.10,143.88.7.234,0.000161945819854736,0.16583251953125,0.0,0,1024,2,Reconnaissance
edge_256,143.88.2.10,143.88.7.136,0.000211775302886963,0.21685791015625,0.0,0,1024,2,Reconnaissance
edge_257,143.88.2.10,143.88.7.116,0.00027000904083252,0.2764892578125,0.0,0,1024,2,Reconnaissance
